cpc_group
C02F3/12
C02F3/14
C02F3/16
C02F3/18
C02F3/20
C02F3/22
C02F3/24
C02F3/26
C02F3/28
C02F3/30
C02F3/32
C02F3/34
C02F5/00
C02F5/02
C02F5/04
C02F5/06
C02F5/08
C02F5/10
C02F5/12
C02F5/14
C02F7/00
C02F9/00
C02F9/20
C02F11/00
C02F11/02
C02F11/04
C02F11/06
C02F11/08
C02F11/10
C02F11/12
C02F11/121
C02F11/122
C02F11/123
C02F11/125
C02F11/126
C02F11/127
C02F11/128
C02F11/13
C02F11/131
C02F11/14
C02F11/143
C02F11/145
C02F11/147
C02F11/148
C02F11/15
C02F11/16
C02F11/18
C02F11/20
C02F101/00
C02F101/10
C02F101/12
C02F101/14
C02F101/16
C02F101/18
C02F101/20
C02F101/22
C02F101/30
C02F101/32
C02F101/34
C02F101/36
C02F101/38
C02F103/00
C02F103/02
C02F103/04
C02F103/06
C02F103/08
C02F103/10
C02F103/12
C02F103/14
C02F103/16
C02F103/18
C02F103/20
C02F103/22
C02F103/24
C02F103/26
C02F103/28
C02F103/30
C02F103/32
C02F103/34
C02F103/36
C02F103/38
C02F103/40
C02F103/42
C02F103/44
C09K3/32
E03C1/12
C05F7/00
C05F7/02
C05F7/04
E02B15/04
E02B15/06
E02B15/08
E02B15/10
B63B35/32
E01H15/00
B65F1/00
B65F1/02
B65F1/04
B65F1/06
B65F1/08
B65F1/10
B65F1/12
B65F1/14
B65F1/16
B65F3/00
B65F3/02
B65F3/04
B65F3/06
B65F3/08
B65F3/10
B65F3/12
B65F3/14
B65F3/16
B65F3/18
B65F3/20
B65F3/22
B65F3/24
B65F3/26
B65F3/28
B65F5/00
B65F7/00
B65F9/00
A23K1/06
A23K1/08
A23K1/10
A43B1/12
A43B21/14
B03B9/06
B22F8/00
B29B7/66
B29B17/00
B29B17/02
B29B17/04
B30B9/32
B62D67/00
B65H73/00
B65D65/46
C03B1/02
C03C6/02
C03C6/08
C04B7/24
C04B7/26
C04B7/28
C04B7/30
C04B11/26
C04B18/04
C04B18/06
C04B18/08
C04B18/10
C04B33/132
C08J11/00
C08J11/02
C08J11/04
C08J11/06
C08J11/08
C08J11/10
C08J11/12
C08J11/14
C08J11/16
C08J11/18
C08J11/20
C08J11/22
C08J11/24
C08J11/26
C08J11/28
C09K11/01
C10M175/00
C10M175/02
C10M175/04
C10M175/06
C22B7/00
C22B7/02
C22B7/04
C22B19/28
C22B19/30
C22B25/06
D01G11/00
D01G11/02
D01G11/04
D21B1/08
D21B1/10
D21B1/32
D21C5/02
D21H17/01
H01B15/00
H01J9/52
H01M6/52
H01M10/54
C05F1/00
C05F1/02
C05F5/00
C05F9/00
C05F9/02
C05F9/04
C05F17/00
C05F17/05
C05F17/10
C05F17/20
C05F17/30
C05F17/40
C05F17/50
C05F17/60
C05F17/70
C05F17/80
C05F17/90
C05F17/907
C05F17/914
C05F17/921
C05F17/929
C05F17/936
C05F17/943
C05F17/95
C05F17/957
C05F17/964
C05F17/971
C05F17/979
C05F17/986
C05F17/993
C10L5/46
C10L5/48
F23G5/00
F23G5/02
F23G5/027
F23G5/033
F23G5/04
F23G5/05
F23G5/08
F23G5/10
F23G5/12
F23G5/14
F23G5/16
F23G5/18
F23G5/20
F23G5/22
F23G5/24
F23G5/26
F23G5/28
F23G5/30
F23G5/32
F23G5/34
F23G5/36
F23G5/38
F23G5/40
F23G5/42
F23G5/44
F23G5/46
F23G5/48
F23G5/50
F23G7/00
F23G7/02
F23G7/04
F23G7/05
F23G7/07
F23G7/08
F23G7/10
F23G7/12
F23G7/14
B09B1/00
B09B3/00
B09B3/10
B09B3/20
B09B3/21
B09B3/23
B09B3/24
B09B3/25
B09B3/27
B09B3/29
B09B3/30
B09B3/32
B09B3/35
B09B3/38
B09B3/40
B09B3/45
B09B3/50
B09B3/60
B09B3/65
B09B3/70
B09B3/80
B09B5/00
B09B101/00
B09B101/02
B09B101/05
B09B101/10
B09B101/15
B09B101/16
B09B101/17
B09B101/18
B09B101/20
B09B101/25
B09B101/30
B09B101/35
B09B101/40
B09B101/45
B09B101/50
B09B101/55
B09B101/60
B09B101/65
B09B101/67
B09B101/68
B09B101/70
B09B101/75
B09B101/77
B09B101/78
B09B101/80
B09B101/85
B09B101/90
B09B101/95
C10G1/10
A61L11/00
B09C1/00
B09C1/02
B09C1/04
B09C1/06
B09C1/08
B09C1/10
G08B21/12
G08B21/14
F16K21/06
F16K21/08
F16K21/10
F16K21/12
F16K21/16
F16K21/18
F16K21/20
F16L55/07
E03C1/084
E03D3/12
E03D1/14
A47K11/12
A47K11/02
E03D13/007
E03D5/016
E03B1/041
Y02B40/46
Y02B40/56
A01G25/02
A01G25/06
A01G25/16
C12N15/8273
F01K23/08
F01K23/10
F01D11/00
F01D11/02
F01D11/04
F01D11/06
F01D11/08
F01D11/10
F01D11/12
F01D11/14
F01D11/16
F01D11/18
F01D11/20
F01D11/22
F01D11/24
F17D5/02
F16L55/16
G01M3/08
G01M3/14
G01M3/18
G01M3/22
G01M3/28
E03B1/00
E03B1/02
E03B1/04
E03B3/00
E03B3/02
E03B3/03
E03B3/04
E03B3/06
E03B3/08
E03B3/10
E03B3/11
E03B3/12
E03B3/14
E03B3/15
E03B3/16
E03B3/18
E03B3/20
E03B3/22
E03B3/24
E03B3/26
E03B3/28
E03B3/30
E03B3/32
E03B3/34
E03B3/36
E03B3/38
E03B3/40
E03B5/00
E03B5/02
E03B5/04
E03B5/06
E03B7/00
E03B7/02
E03B7/04
E03B7/07
E03B7/08
E03B7/09
E03B7/10
E03B7/12
E03B7/14
E03B9/00
E03B9/02
E03B9/04
E03B9/06
E03B9/08
E03B9/10
E03B9/12
E03B9/14
E03B9/16
E03B9/18
E03B9/20
E03B11/00
E03B11/02
E03B11/04
E03B11/06
E03B11/08
E03B11/10
E03B11/12
E03B11/14
E03B11/16
E03C1/00
E03C1/01
E03C1/02
E03C1/04
E03C1/042
E03C1/044
E03C1/046
E03C1/048
E03C1/05
E03C1/06
E03C1/08
E03C1/086
E03C1/10
E03C1/122
E03C1/126
E03C1/14
E03C1/16
E03C1/18
E03C1/181
E03C1/182
E03C1/184
E03C1/186
E03C1/20
E03C1/22
E03C1/23
E03C1/232
E03C1/24
E03C1/242
E03C1/244
E03C1/26
E03C1/262
E03C1/264
E03C1/266
E03C1/28
E03C1/282
E03C1/284
E03C1/286
E03C1/288
E03C1/29
E03C1/292
E03C1/294
E03C1/295
E03C1/296
E03C1/298
E03C1/30
E03C1/302
E03C1/304
E03C1/306
E03C1/308
E03C1/32
E03C1/322
E03C1/324
E03C1/326
E03C1/328
E03C1/33
E03D1/00
E03D1/01
E03D1/012
E03D1/02
E03D1/04
E03D1/05
E03D1/06
E03D1/07
E03D1/08
E03D1/10
E03D1/12
E03D1/16
E03D1/18
E03D1/20
E03D1/22
E03D1/24
E03D1/26
E03D1/28
E03D1/30
E03D1/32
E03D1/33
E03D1/34
E03D1/35
E03D1/36
E03D1/38
E03D3/00
E03D3/02
E03D3/04
E03D3/06
E03D3/08
E03D3/10
E03D5/00
E03D5/01
E03D5/012
E03D5/014
E03D5/02
E03D5/04
E03D5/06
E03D5/08
E03D5/09
E03D5/092
E03D5/094
E03D5/10
E03D5/12
E03D7/00
E03D9/00
E03D9/02
E03D9/03
E03D9/04
E03D9/05
E03D9/052
E03D9/06
E03D9/08
E03D9/10
E03D9/12
E03D9/14
E03D9/16
E03D11/00
E03D11/02
E03D11/04
E03D11/06
E03D11/08
E03D11/10
E03D11/11
E03D11/12
E03D11/13
E03D11/14
E03D11/16
E03D11/17
E03D11/18
E03D13/00
E03F1/00
E03F3/00
E03F3/02
E03F3/04
E03F3/06
E03F5/00
E03F5/02
E03F5/04
E03F5/042
E03F5/046
E03F5/06
E03F5/08
E03F5/10
E03F5/12
E03F5/14
E03F5/16
E03F5/18
E03F5/20
E03F5/22
E03F5/24
E03F5/26
E03F7/00
E03F7/02
E03F7/04
E03F7/06
E03F7/08
E03F7/10
E03F7/12
E03F9/00
E03F11/00
Y02E10/00
Y02E10/10
Y02E10/20
Y02E10/30
Y02E10/40
Y02E10/44
Y02E10/46
Y02E10/47
Y02E10/50
Y02E10/52
Y02E10/541
Y02E10/542
Y02E10/543
Y02E10/544
Y02E10/545
Y02E10/546
Y02E10/547
Y02E10/548
Y02E10/549
Y02E10/56
Y02E10/60
Y02E10/70
Y02E10/72
Y02E10/727
Y02E10/728
Y02E10/74
Y02E10/76
Y02E20/00
Y02E20/12
Y02E20/14
Y02E20/16
Y02E20/18
Y02E20/30
Y02E20/32
Y02E20/34
Y02E30/00
Y02E30/10
Y02E30/30
Y02E40/00
Y02E40/10
Y02E40/20
Y02E40/30
Y02E40/40
Y02E40/50
Y02E40/60
Y02E40/70
Y02E50/00
Y02E50/10
Y02E50/30
Y02E60/00
Y02E60/10
Y02E60/13
Y02E60/14
Y02E60/16
Y02E60/30
Y02E60/32
Y02E60/34
Y02E60/36
Y02E60/50
Y02E60/60
Y02E70/00
Y02E70/30
Y02C20/20
Y02C20/40
Y02C20/30
Y02C20/10
Y02C20/00
Y02T10/00
Y02T10/10
Y02T10/12
Y02T10/30
Y02T10/40
Y02T10/60
Y02T10/62
Y02T10/64
Y02T10/70
Y02T10/7072
Y02T10/72
Y02T10/80
Y02T10/82
Y02T10/84
Y02T10/86
Y02T10/88
Y02T10/90
Y02T10/92
Y02T30/00
Y02T50/00
Y02T50/10
Y02T50/30
Y02T50/40
Y02T50/50
Y02T50/60
Y02T50/678
Y02T50/80
Y02T70/00
Y02T70/10
Y02T70/50
Y02T70/5218
Y02T70/5236
Y02T90/00
Y02T90/10
Y02T90/12
Y02T90/14
Y02T90/16
Y02T90/167
Y02T90/40
Y02B10/10
Y02B10/20
Y02B10/30
Y02B10/40
Y02B10/50
Y02B10/70
Y02B20/00
Y02B20/30
Y02B20/40
Y02B20/72
Y02B30/00
Y02B30/12
Y02B30/13
Y02B30/17
Y02B30/18
Y02B30/52
Y02B30/54
Y02B30/56
Y02B30/62
Y02B30/625
Y02B30/70
Y02B30/90
Y02B40/00
Y02B40/18
Y02B50/00
Y02B70/00
Y02B70/10
Y02B70/30
Y02B70/3225
Y02B70/34
Y02B80/00
Y02B80/10
Y02B80/22
Y02B80/32
Y02B90/00
Y02B90/10
Y02B90/20
